"date","geography","geography code","Rural Urban","Household Deprivation: All categories: Classification of household deprivation; measures: Value","Household Deprivation: Household is not deprived in any dimension; measures: Value","Household Deprivation: Household is deprived in 1 dimension; measures: Value","Household Deprivation: Household is deprived in 2 dimensions; measures: Value","Household Deprivation: Household is deprived in 3 dimensions; measures: Value","Household Deprivation: Household is deprived in 4 dimensions; measures: Value"
"2011","E00015350","E00015350","Total",128,47,38,26,15,2
"2011","E00015352","E00015352","Total",115,35,50,23,4,3
"2011","E00015385","E00015385","Total",116,22,42,34,17,1
"2011","E00015389","E00015389","Total",121,37,40,32,11,1
"2011","E00015370","E00015370","Total",140,22,56,47,12,3
"2011","E00015376","E00015376","Total",118,31,46,23,15,3
"2011","E00015377","E00015377","Total",195,56,92,33,13,1
"2011","E00015379","E00015379","Total",111,36,32,35,7,1
"2011","E00015380","E00015380","Total",111,34,36,28,12,1
"2011","E00015489","E00015489","Total",162,91,51,17,1,2
"2011","E00015520","E00015520","Total",163,75,52,25,8,3
"2011","E00015523","E00015523","Total",195,114,50,24,7,0
"2011","E00015524","E00015524","Total",175,91,47,23,12,2
"2011","E00171524","E00171524","Total",148,81,42,17,8,0
"2011","E00171525","E00171525","Total",161,76,68,14,3,0
"2011","E00015488","E00015488","Total",204,132,49,21,2,0
"2011","E00015490","E00015490","Total",213,104,76,24,8,1
"2011","E00015491","E00015491","Total",200,116,50,17,14,3
"2011","E00015492","E00015492","Total",142,38,38,47,18,1
"2011","E00015493","E00015493","Total",188,94,50,31,12,1
"2011","E00015525","E00015525","Total",149,74,47,22,6,0
"2011","E00015251","E00015251","Total",134,95,28,9,2,0
"2011","E00015252","E00015252","Total",100,40,31,19,9,1
"2011","E00015259","E00015259","Total",115,81,23,8,3,0
"2011","E00015262","E00015262","Total",124,84,35,5,0,0
"2011","E00015263","E00015263","Total",56,30,18,7,1,0
"2011","E00015267","E00015267","Total",127,101,22,3,1,0
"2011","E00015253","E00015253","Total",111,81,22,4,3,1
"2011","E00015261","E00015261","Total",122,92,21,5,3,1
"2011","E00015289","E00015289","Total",128,79,39,8,2,0
"2011","E00015292","E00015292","Total",119,86,24,7,2,0
"2011","E00015260","E00015260","Total",121,94,17,8,2,0
"2011","E00015264","E00015264","Total",79,26,24,17,12,0
"2011","E00015270","E00015270","Total",119,65,37,15,2,0
"2011","E00015272","E00015272","Total",122,83,29,9,1,0
"2011","E00015273","E00015273","Total",122,38,44,28,11,1
"2011","E00015257","E00015257","Total",225,113,92,17,3,0
"2011","E00015265","E00015265","Total",120,70,30,17,3,0
"2011","E00015268","E00015268","Total",135,72,44,15,3,1
"2011","E00015269","E00015269","Total",167,98,50,16,3,0
"2011","E00015274","E00015274","Total",136,71,48,15,2,0
"2011","E00015254","E00015254","Total",118,69,32,11,4,2
"2011","E00015255","E00015255","Total",112,84,22,4,2,0
"2011","E00015256","E00015256","Total",119,82,31,6,0,0
"2011","E00015258","E00015258","Total",125,88,26,8,3,0
"2011","E00015290","E00015290","Total",120,32,53,24,10,1
"2011","E00015215","E00015215","Total",136,75,36,20,5,0
"2011","E00015216","E00015216","Total",128,58,49,17,3,1
"2011","E00015218","E00015218","Total",115,64,36,15,0,0
"2011","E00015220","E00015220","Total",143,58,53,19,8,5
"2011","E00015222","E00015222","Total",150,64,53,23,10,0
"2011","E00015223","E00015223","Total",136,66,41,26,3,0
"2011","E00015228","E00015228","Total",191,71,82,24,13,1
"2011","E00016025","E00016025","Total",126,17,72,26,10,1
"2011","E00016027","E00016027","Total",156,72,51,22,11,0
"2011","E00016059","E00016059","Total",140,64,48,22,6,0
"2011","E00016060","E00016060","Total",142,54,41,32,13,2
"2011","E00016062","E00016062","Total",110,50,35,15,10,0
"2011","E00016063","E00016063","Total",153,73,46,29,5,0
"2011","E00016023","E00016023","Total",140,77,39,24,0,0
"2011","E00016026","E00016026","Total",142,76,44,15,6,1
"2011","E00016029","E00016029","Total",125,52,50,18,5,0
"2011","E00016030","E00016030","Total",140,55,55,24,6,0
"2011","E00016032","E00016032","Total",147,69,44,31,3,0
"2011","E00016021","E00016021","Total",127,51,54,13,8,1
"2011","E00016049","E00016049","Total",136,74,43,14,4,1
"2011","E00016050","E00016050","Total",154,37,64,35,15,3
"2011","E00016052","E00016052","Total",142,66,42,23,10,1
"2011","E00016053","E00016053","Total",144,70,49,20,5,0
"2011","E00016022","E00016022","Total",132,47,51,25,8,1
"2011","E00016051","E00016051","Total",150,65,63,18,4,0
"2011","E00016054","E00016054","Total",153,73,60,15,4,1
"2011","E00016055","E00016055","Total",130,65,41,18,6,0
"2011","E00016056","E00016056","Total",147,71,36,28,9,3
"2011","E00015203","E00015203","Total",144,40,48,35,21,0
"2011","E00015224","E00015224","Total",141,41,50,27,15,8
"2011","E00015225","E00015225","Total",92,24,28,25,14,1
"2011","E00015227","E00015227","Total",163,39,65,42,14,3
"2011","E00015233","E00015233","Total",123,58,28,24,12,1
"2011","E00015226","E00015226","Total",134,46,46,34,6,2
"2011","E00015229","E00015229","Total",101,44,36,13,7,1
"2011","E00015230","E00015230","Total",125,45,44,23,11,2
"2011","E00015231","E00015231","Total",140,82,36,13,8,1
"2011","E00015234","E00015234","Total",130,76,34,17,2,1
"2011","E00015235","E00015235","Total",140,75,44,16,5,0
"2011","E00015237","E00015237","Total",128,60,48,14,6,0
"2011","E00015239","E00015239","Total",147,63,43,28,12,1
"2011","E00015240","E00015240","Total",147,58,55,26,8,0
"2011","E00015241","E00015241","Total",239,68,104,50,8,9
"2011","E00015244","E00015244","Total",192,90,64,32,5,1
"2011","E00015248","E00015248","Total",210,100,71,33,5,1
"2011","E00015232","E00015232","Total",147,61,55,24,7,0
"2011","E00015236","E00015236","Total",126,39,39,36,11,1
"2011","E00015238","E00015238","Total",132,38,36,38,14,6
"2011","E00015242","E00015242","Total",151,41,65,33,11,1
"2011","E00015245","E00015245","Total",104,27,49,20,6,2
"2011","E00015247","E00015247","Total",106,23,47,30,6,0
"2011","E00015204","E00015204","Total",147,58,50,31,8,0
"2011","E00015205","E00015205","Total",166,73,63,19,9,2
"2011","E00015206","E00015206","Total",133,27,44,46,13,3
"2011","E00015243","E00015243","Total",120,20,50,32,15,3
"2011","E00015246","E00015246","Total",124,50,46,19,7,2
"2011","E00015249","E00015249","Total",152,61,55,30,5,1
"2011","E00015825","E00015825","Total",109,44,39,18,6,2
"2011","E00015826","E00015826","Total",127,26,55,25,16,5
"2011","E00015828","E00015828","Total",151,49,57,27,13,5
"2011","E00015831","E00015831","Total",121,51,42,22,5,1
"2011","E00015832","E00015832","Total",111,46,42,17,5,1
"2011","E00015835","E00015835","Total",116,50,45,17,3,1
"2011","E00015827","E00015827","Total",93,29,34,26,4,0
"2011","E00015829","E00015829","Total",115,27,42,30,13,3
"2011","E00015830","E00015830","Total",102,29,33,34,4,2
"2011","E00015833","E00015833","Total",119,28,54,29,8,0
"2011","E00015834","E00015834","Total",133,41,50,31,11,0
"2011","E00015842","E00015842","Total",114,40,45,22,7,0
"2011","E00015939","E00015939","Total",117,60,39,17,1,0
"2011","E00015940","E00015940","Total",135,42,41,36,15,1
"2011","E00015941","E00015941","Total",123,28,56,27,7,5
"2011","E00015943","E00015943","Total",120,35,37,34,12,2
"2011","E00015948","E00015948","Total",104,24,39,31,9,1
"2011","E00015942","E00015942","Total",126,37,53,27,9,0
"2011","E00015945","E00015945","Total",106,28,43,24,10,1
"2011","E00015947","E00015947","Total",104,20,42,30,11,1
"2011","E00015949","E00015949","Total",106,36,35,23,12,0
"2011","E00015950","E00015950","Total",116,19,44,33,17,3
"2011","E00015951","E00015951","Total",148,34,63,36,13,2
"2011","E00015952","E00015952","Total",150,29,67,40,12,2
"2011","E00015956","E00015956","Total",136,23,56,40,16,1
"2011","E00015957","E00015957","Total",127,21,50,41,14,1
"2011","E00015963","E00015963","Total",137,43,41,29,20,4
"2011","E00015964","E00015964","Total",132,45,49,30,7,1
"2011","E00015271","E00015271","Total",123,76,33,8,5,1
"2011","E00015275","E00015275","Total",125,51,46,22,6,0
"2011","E00015276","E00015276","Total",115,78,30,6,1,0
"2011","E00015277","E00015277","Total",113,36,41,27,8,1
"2011","E00015278","E00015278","Total",115,33,49,27,6,0
"2011","E00015279","E00015279","Total",129,50,35,31,12,1
"2011","E00015959","E00015959","Total",111,58,36,10,6,1
"2011","E00015961","E00015961","Total",88,29,29,23,6,1
"2011","E00015965","E00015965","Total",123,82,27,13,0,1
"2011","E00015968","E00015968","Total",122,39,34,25,22,2
"2011","E00015970","E00015970","Total",116,83,20,11,2,0
"2011","E00015977","E00015977","Total",105,40,30,29,6,0
"2011","E00015958","E00015958","Total",120,63,27,16,11,3
"2011","E00015969","E00015969","Total",111,69,32,7,2,1
"2011","E00015972","E00015972","Total",125,75,28,11,8,3
"2011","E00015976","E00015976","Total",108,77,16,10,4,1
"2011","E00015978","E00015978","Total",113,76,23,8,6,0
"2011","E00015937","E00015937","Total",116,86,25,5,0,0
"2011","E00015938","E00015938","Total",104,77,20,5,2,0
"2011","E00015973","E00015973","Total",110,53,31,20,6,0
"2011","E00015974","E00015974","Total",106,83,13,6,4,0
"2011","E00015975","E00015975","Total",94,62,14,15,2,1
"2011","E00015979","E00015979","Total",100,84,13,3,0,0
"2011","E00015980","E00015980","Total",107,66,21,18,1,1
"2011","E00015944","E00015944","Total",102,68,23,9,1,1
"2011","E00015946","E00015946","Total",91,54,26,9,2,0
"2011","E00015953","E00015953","Total",98,38,33,21,6,0
"2011","E00015954","E00015954","Total",94,69,17,8,0,0
"2011","E00015960","E00015960","Total",113,15,42,46,10,0
"2011","E00015955","E00015955","Total",132,66,39,23,4,0
"2011","E00015962","E00015962","Total",113,69,32,10,1,1
"2011","E00015966","E00015966","Total",113,44,37,26,4,2
"2011","E00015967","E00015967","Total",114,42,32,31,9,0
"2011","E00015971","E00015971","Total",116,62,33,20,1,0
"2011","E00015800","E00015800","Total",156,36,50,46,24,0
"2011","E00015802","E00015802","Total",137,39,43,39,13,3
"2011","E00015841","E00015841","Total",123,50,35,21,12,5
"2011","E00015844","E00015844","Total",120,32,51,24,12,1
"2011","E00016028","E00016028","Total",121,21,43,29,23,5
"2011","E00016031","E00016031","Total",140,37,53,31,17,2
"2011","E00016033","E00016033","Total",145,34,63,30,14,4
"2011","E00016036","E00016036","Total",135,25,53,40,15,2
"2011","E00171530","E00171530","Total",142,76,49,11,6,0
"2011","E00171541","E00171541","Total",132,73,50,8,1,0
"2011","E00016038","E00016038","Total",147,41,51,43,9,3
"2011","E00016039","E00016039","Total",151,31,64,34,16,6
"2011","E00016040","E00016040","Total",184,40,73,44,23,4
"2011","E00016041","E00016041","Total",196,51,69,49,26,1
"2011","E00016042","E00016042","Total",151,53,70,20,6,2
"2011","E00016020","E00016020","Total",167,34,60,56,17,0
"2011","E00016034","E00016034","Total",134,63,36,27,6,2
"2011","E00016035","E00016035","Total",156,43,64,37,11,1
"2011","E00016037","E00016037","Total",151,18,64,41,25,3
"2011","E00016057","E00016057","Total",135,39,49,33,13,1
"2011","E00016058","E00016058","Total",132,44,48,26,12,2
"2011","E00016061","E00016061","Total",132,42,46,29,15,0
"2011","E00016064","E00016064","Total",122,30,56,25,10,1
"2011","E00016065","E00016065","Total",133,24,64,28,16,1
"2011","E00015981","E00015981","Total",112,54,27,17,13,1
"2011","E00016011","E00016011","Total",190,97,56,25,9,3
"2011","E00016015","E00016015","Total",150,58,61,21,10,0
"2011","E00016016","E00016016","Total",177,78,58,33,8,0
"2011","E00016017","E00016017","Total",168,39,74,41,12,2
"2011","E00016018","E00016018","Total",138,54,55,20,8,1
"2011","E00015982","E00015982","Total",156,95,38,18,4,1
"2011","E00015989","E00015989","Total",159,49,48,47,13,2
"2011","E00015991","E00015991","Total",142,74,39,24,5,0
"2011","E00015993","E00015993","Total",132,65,35,19,11,2
"2011","E00016019","E00016019","Total",123,83,30,6,3,1
"2011","E00016000","E00016000","Total",127,46,35,28,15,3
"2011","E00016001","E00016001","Total",105,21,34,36,13,1
"2011","E00016002","E00016002","Total",164,60,57,34,13,0
"2011","E00016004","E00016004","Total",130,33,48,38,10,1
"2011","E00016009","E00016009","Total",121,27,49,36,8,1
"2011","E00015984","E00015984","Total",207,113,47,32,13,2
"2011","E00015999","E00015999","Total",119,57,35,17,5,5
"2011","E00016006","E00016006","Total",210,105,65,31,9,0
"2011","E00016008","E00016008","Total",190,64,62,46,14,4
"2011","E00016012","E00016012","Total",158,65,50,32,9,2
"2011","E00016013","E00016013","Total",187,84,60,29,12,2
"2011","E00015998","E00015998","Total",177,79,74,17,7,0
"2011","E00016003","E00016003","Total",110,92,10,7,1,0
"2011","E00016005","E00016005","Total",123,65,32,17,9,0
"2011","E00016007","E00016007","Total",136,96,31,9,0,0
"2011","E00016010","E00016010","Total",131,58,39,20,13,1
"2011","E00016014","E00016014","Total",120,74,34,11,1,0
"2011","E00015804","E00015804","Total",145,75,47,18,3,2
"2011","E00015810","E00015810","Total",154,72,53,20,9,0
"2011","E00015812","E00015812","Total",124,60,41,20,1,2
"2011","E00015836","E00015836","Total",103,38,39,21,5,0
"2011","E00015838","E00015838","Total",103,37,44,18,4,0
"2011","E00015845","E00015845","Total",110,61,37,10,2,0
"2011","E00015801","E00015801","Total",136,57,51,20,6,2
"2011","E00015805","E00015805","Total",112,49,37,21,4,1
"2011","E00015814","E00015814","Total",113,57,33,20,3,0
"2011","E00015843","E00015843","Total",128,66,35,21,6,0
"2011","E00015847","E00015847","Total",128,60,44,18,5,1
"2011","E00015803","E00015803","Total",133,56,41,21,14,1
"2011","E00015817","E00015817","Total",135,51,42,25,16,1
"2011","E00015821","E00015821","Total",160,58,48,39,12,3
"2011","E00015823","E00015823","Total",150,52,46,35,13,4
"2011","E00015824","E00015824","Total",146,64,36,26,17,3
"2011","E00015809","E00015809","Total",127,85,30,7,5,0
"2011","E00015813","E00015813","Total",119,65,34,13,6,1
"2011","E00015837","E00015837","Total",124,65,35,20,3,1
"2011","E00015839","E00015839","Total",111,58,37,12,2,2
"2011","E00015840","E00015840","Total",87,44,26,14,3,0
"2011","E00015846","E00015846","Total",121,84,32,5,0,0
"2011","E00015890","E00015890","Total",117,29,39,30,17,2
"2011","E00015909","E00015909","Total",148,53,47,40,8,0
"2011","E00015912","E00015912","Total",151,34,64,34,18,1
"2011","E00015915","E00015915","Total",122,45,47,20,10,0
"2011","E00015919","E00015919","Total",159,27,48,60,23,1
"2011","E00015920","E00015920","Total",123,37,39,31,11,5
"2011","E00015551","E00015551","Total",152,67,51,29,5,0
"2011","E00015552","E00015552","Total",172,39,56,55,19,3
"2011","E00015553","E00015553","Total",132,69,42,17,3,1
"2011","E00015554","E00015554","Total",159,68,43,26,16,6
"2011","E00015555","E00015555","Total",142,51,57,28,4,2
"2011","E00015556","E00015556","Total",133,57,50,17,7,2
"2011","E00015557","E00015557","Total",127,68,41,11,4,3
"2011","E00015558","E00015558","Total",162,70,53,26,12,1
"2011","E00015559","E00015559","Total",132,50,58,15,9,0
"2011","E00015560","E00015560","Total",109,54,35,16,4,0
"2011","E00015807","E00015807","Total",176,65,59,30,17,5
"2011","E00015808","E00015808","Total",162,68,43,34,14,3
"2011","E00015811","E00015811","Total",156,67,55,27,6,1
"2011","E00015818","E00015818","Total",129,58,46,18,6,1
"2011","E00015819","E00015819","Total",142,82,32,13,14,1
"2011","E00015806","E00015806","Total",110,63,33,14,0,0
"2011","E00015815","E00015815","Total",119,53,43,19,2,2
"2011","E00015816","E00015816","Total",149,69,47,23,10,0
"2011","E00015820","E00015820","Total",128,54,39,26,8,1
"2011","E00015822","E00015822","Total",113,50,35,22,6,0
"2011","E00015911","E00015911","Total",154,62,51,38,3,0
"2011","E00015914","E00015914","Total",123,58,44,14,7,0
"2011","E00015917","E00015917","Total",131,51,52,21,7,0
"2011","E00015918","E00015918","Total",135,58,52,18,7,0
"2011","E00015922","E00015922","Total",120,54,47,13,4,2
"2011","E00015928","E00015928","Total",98,52,29,13,4,0
"2011","E00015443","E00015443","Total",125,76,30,17,2,0
"2011","E00015475","E00015475","Total",127,72,38,14,3,0
"2011","E00015476","E00015476","Total",132,95,29,4,4,0
"2011","E00015477","E00015477","Total",127,74,34,10,9,0
"2011","E00015478","E00015478","Total",149,81,39,26,3,0
"2011","E00015436","E00015436","Total",122,52,40,20,9,1
"2011","E00015438","E00015438","Total",136,79,40,15,2,0
"2011","E00015440","E00015440","Total",128,42,53,23,9,1
"2011","E00015447","E00015447","Total",100,33,26,35,5,1
"2011","E00015451","E00015451","Total",123,35,45,34,7,2
"2011","E00015479","E00015479","Total",132,29,44,39,19,1
"2011","E00015527","E00015527","Total",122,52,40,26,4,0
"2011","E00015528","E00015528","Total",131,64,43,20,4,0
"2011","E00015562","E00015562","Total",108,23,43,33,5,4
"2011","E00015563","E00015563","Total",145,48,57,28,10,2
"2011","E00015565","E00015565","Total",104,41,39,19,5,0
"2011","E00015567","E00015567","Total",158,54,56,34,13,1
"2011","E00015983","E00015983","Total",120,69,44,4,2,1
"2011","E00015985","E00015985","Total",168,68,54,31,11,4
"2011","E00015987","E00015987","Total",149,98,40,10,1,0
"2011","E00015990","E00015990","Total",215,66,74,52,18,5
"2011","E00015992","E00015992","Total",179,71,57,37,14,0
"2011","E00015997","E00015997","Total",189,54,79,41,13,2
"2011","E00015986","E00015986","Total",135,97,22,12,3,1
"2011","E00015988","E00015988","Total",124,76,33,11,3,1
"2011","E00015994","E00015994","Total",125,73,34,14,3,1
"2011","E00015995","E00015995","Total",146,72,38,26,9,1
"2011","E00015996","E00015996","Total",151,79,44,23,4,1
"2011","E00015712","E00015712","Total",112,52,34,21,4,1
"2011","E00015713","E00015713","Total",130,55,46,17,9,3
"2011","E00015732","E00015732","Total",122,45,43,24,8,2
"2011","E00015734","E00015734","Total",144,79,47,18,0,0
"2011","E00015738","E00015738","Total",126,45,47,17,14,3
"2011","E00015733","E00015733","Total",122,38,40,35,8,1
"2011","E00015735","E00015735","Total",159,52,64,34,8,1
"2011","E00015736","E00015736","Total",123,37,45,31,8,2
"2011","E00015737","E00015737","Total",185,100,51,21,13,0
"2011","E00015739","E00015739","Total",119,55,45,11,6,2
"2011","E00015740","E00015740","Total",133,59,43,26,5,0
"2011","E00015741","E00015741","Total",96,55,31,8,2,0
"2011","E00015742","E00015742","Total",146,69,44,27,5,1
"2011","E00015743","E00015743","Total",128,51,40,27,8,2
"2011","E00015744","E00015744","Total",117,44,36,25,10,2
"2011","E00015745","E00015745","Total",201,72,75,39,13,2
"2011","E00015908","E00015908","Total",179,92,53,26,6,2
"2011","E00015910","E00015910","Total",134,68,41,18,7,0
"2011","E00015913","E00015913","Total",174,95,51,23,5,0
"2011","E00015916","E00015916","Total",134,85,27,16,6,0
"2011","E00015924","E00015924","Total",146,70,48,20,8,0
"2011","E00015929","E00015929","Total",162,62,65,27,8,0
"2011","E00015921","E00015921","Total",122,65,32,22,3,0
"2011","E00015923","E00015923","Total",106,51,37,16,2,0
"2011","E00015927","E00015927","Total",120,52,46,19,3,0
"2011","E00015931","E00015931","Total",143,79,36,20,8,0
"2011","E00015932","E00015932","Total",143,50,62,27,4,0
"2011","E00015934","E00015934","Total",116,56,38,15,7,0
"2011","E00015526","E00015526","Total",122,62,37,19,4,0
"2011","E00015561","E00015561","Total",118,46,38,28,5,1
"2011","E00015566","E00015566","Total",127,47,36,29,14,1
"2011","E00015568","E00015568","Total",129,66,36,21,6,0
"2011","E00015572","E00015572","Total",98,54,28,11,4,1
"2011","E00015529","E00015529","Total",123,53,37,28,4,1
"2011","E00015564","E00015564","Total",122,64,45,8,5,0
"2011","E00015569","E00015569","Total",149,74,48,22,5,0
"2011","E00015570","E00015570","Total",145,71,51,13,8,2
"2011","E00015573","E00015573","Total",134,70,40,19,3,2
"2011","E00015530","E00015530","Total",138,82,43,11,2,0
"2011","E00015536","E00015536","Total",123,76,36,11,0,0
"2011","E00015537","E00015537","Total",133,61,45,19,8,0
"2011","E00015540","E00015540","Total",102,39,41,19,3,0
"2011","E00015542","E00015542","Total",113,31,43,27,11,1
"2011","E00015571","E00015571","Total",88,24,16,32,15,1
"2011","E00015894","E00015894","Total",79,41,24,12,2,0
"2011","E00015895","E00015895","Total",153,81,53,15,4,0
"2011","E00015898","E00015898","Total",182,97,44,33,6,2
"2011","E00015902","E00015902","Total",126,60,44,19,2,1
"2011","E00015935","E00015935","Total",154,71,56,25,2,0
"2011","E00015891","E00015891","Total",127,34,53,19,19,2
"2011","E00015892","E00015892","Total",114,26,48,28,12,0
"2011","E00015897","E00015897","Total",136,19,54,39,21,3
"2011","E00015925","E00015925","Total",119,59,42,17,1,0
"2011","E00015926","E00015926","Total",178,72,54,36,14,2
"2011","E00015930","E00015930","Total",112,42,45,18,5,2
"2011","E00015437","E00015437","Total",196,51,70,43,26,6
"2011","E00015444","E00015444","Total",91,38,28,16,7,2
"2011","E00015481","E00015481","Total",123,46,39,26,10,2
"2011","E00015482","E00015482","Total",158,38,56,42,19,3
"2011","E00015483","E00015483","Total",98,13,30,40,15,0
"2011","E00015439","E00015439","Total",118,50,33,23,11,1
"2011","E00015446","E00015446","Total",122,40,44,30,8,0
"2011","E00015448","E00015448","Total",108,55,26,14,11,2
"2011","E00015450","E00015450","Total",99,26,40,21,11,1
"2011","E00015452","E00015452","Total",119,48,34,26,10,1
"2011","E00015454","E00015454","Total",91,36,33,18,4,0
"2011","E00015531","E00015531","Total",106,41,35,25,5,0
"2011","E00015532","E00015532","Total",109,28,24,41,13,3
"2011","E00015533","E00015533","Total",101,55,23,18,4,1
"2011","E00015534","E00015534","Total",96,32,22,34,8,0
"2011","E00015538","E00015538","Total",111,24,44,30,12,1
"2011","E00015541","E00015541","Total",128,43,49,26,8,2
"2011","E00015535","E00015535","Total",103,23,34,25,16,5
"2011","E00015539","E00015539","Total",111,28,39,28,11,5
"2011","E00015543","E00015543","Total",117,22,46,32,16,1
"2011","E00015544","E00015544","Total",108,23,42,32,10,1
"2011","E00015549","E00015549","Total",208,82,69,39,17,1
"2011","E00015545","E00015545","Total",123,26,48,38,10,1
"2011","E00015546","E00015546","Total",112,32,33,30,17,0
"2011","E00015547","E00015547","Total",121,32,46,30,13,0
"2011","E00015548","E00015548","Total",135,44,47,28,15,1
"2011","E00015550","E00015550","Total",120,23,39,44,14,0
"2011","E00015714","E00015714","Total",173,62,63,31,16,1
"2011","E00015715","E00015715","Total",109,52,37,17,2,1
"2011","E00015719","E00015719","Total",146,68,54,19,5,0
"2011","E00015720","E00015720","Total",138,63,55,18,2,0
"2011","E00015721","E00015721","Total",122,51,39,22,8,2
"2011","E00015722","E00015722","Total",129,55,41,28,5,0
"2011","E00015710","E00015710","Total",122,56,31,30,5,0
"2011","E00015711","E00015711","Total",126,48,46,25,6,1
"2011","E00015723","E00015723","Total",131,34,49,32,12,4
"2011","E00015724","E00015724","Total",155,81,51,16,7,0
"2011","E00015725","E00015725","Total",100,48,31,12,7,2
"2011","E00015726","E00015726","Total",131,63,44,17,6,1
"2011","E00015709","E00015709","Total",149,40,62,32,15,0
"2011","E00015717","E00015717","Total",117,59,34,19,5,0
"2011","E00015746","E00015746","Total",153,58,65,23,7,0
"2011","E00015748","E00015748","Total",129,58,45,19,5,2
"2011","E00015749","E00015749","Total",118,54,36,18,9,1
"2011","E00015751","E00015751","Total",147,60,57,22,8,0
"2011","E00015716","E00015716","Total",132,44,44,26,16,2
"2011","E00015718","E00015718","Total",188,21,94,50,18,5
"2011","E00015747","E00015747","Total",202,67,67,54,14,0
"2011","E00015750","E00015750","Total",147,58,50,33,4,2
"2011","E00015752","E00015752","Total",158,52,64,31,9,2
"2011","E00015753","E00015753","Total",134,53,34,20,25,2
"2011","E00015893","E00015893","Total",120,77,23,17,3,0
"2011","E00015896","E00015896","Total",137,49,50,24,13,1
"2011","E00015899","E00015899","Total",123,67,31,18,4,3
"2011","E00015900","E00015900","Total",152,67,44,31,10,0
"2011","E00015933","E00015933","Total",105,73,27,5,0,0
"2011","E00015936","E00015936","Total",125,49,34,29,11,2
"2011","E00015901","E00015901","Total",121,47,50,17,6,1
"2011","E00015903","E00015903","Total",126,57,42,20,6,1
"2011","E00015904","E00015904","Total",136,37,55,30,12,2
"2011","E00015905","E00015905","Total",117,17,43,44,10,3
"2011","E00015906","E00015906","Total",131,38,50,35,7,1
"2011","E00015907","E00015907","Total",138,76,45,15,1,1
"2011","E00015465","E00015465","Total",135,72,33,21,8,1
"2011","E00015466","E00015466","Total",119,63,32,13,10,1
"2011","E00015468","E00015468","Total",147,63,51,24,9,0
"2011","E00015469","E00015469","Total",164,84,53,21,5,1
"2011","E00015470","E00015470","Total",114,47,39,22,6,0
"2011","E00015472","E00015472","Total",116,57,38,16,4,1
"2011","E00015463","E00015463","Total",115,45,40,23,6,1
"2011","E00015464","E00015464","Total",119,56,39,12,9,3
"2011","E00015467","E00015467","Total",95,16,33,27,16,3
"2011","E00015471","E00015471","Total",108,41,37,20,8,2
"2011","E00015473","E00015473","Total",122,19,51,27,21,4
"2011","E00015474","E00015474","Total",105,24,34,31,13,3
"2011","E00015435","E00015435","Total",110,61,35,11,2,1
"2011","E00015445","E00015445","Total",123,50,36,29,7,1
"2011","E00015449","E00015449","Total",149,60,63,20,6,0
"2011","E00015453","E00015453","Total",94,67,14,9,4,0
"2011","E00015480","E00015480","Total",123,63,31,24,5,0
"2011","E00015441","E00015441","Total",98,44,25,23,6,0
"2011","E00015442","E00015442","Total",101,37,32,21,11,0
"2011","E00015458","E00015458","Total",106,50,35,14,6,1
"2011","E00015460","E00015460","Total",97,39,30,21,6,1
"2011","E00015462","E00015462","Total",118,36,31,34,16,1
"2011","E00015455","E00015455","Total",126,42,42,26,15,1
"2011","E00015456","E00015456","Total",105,22,34,26,20,3
"2011","E00015457","E00015457","Total",134,31,39,40,22,2
"2011","E00015459","E00015459","Total",159,76,47,28,7,1
"2011","E00015461","E00015461","Total",131,48,47,27,8,1
"2011","E00015727","E00015727","Total",126,36,46,33,10,1
"2011","E00015728","E00015728","Total",112,51,42,14,3,2
"2011","E00015729","E00015729","Total",143,61,54,23,4,1
"2011","E00015730","E00015730","Total",128,62,38,21,6,1
"2011","E00015731","E00015731","Total",160,73,54,24,7,2
"2011","E00015860","E00015860","Total",132,47,48,20,14,3
"2011","E00015865","E00015865","Total",137,70,52,13,2,0
"2011","E00015877","E00015877","Total",195,60,73,44,14,4
"2011","E00015878","E00015878","Total",121,32,47,32,10,0
"2011","E00015886","E00015886","Total",138,54,54,24,5,1
"2011","E00015849","E00015849","Total",129,75,36,15,3,0
"2011","E00015850","E00015850","Total",122,58,43,19,2,0
"2011","E00015864","E00015864","Total",139,69,47,21,1,1
"2011","E00015866","E00015866","Total",130,58,52,16,4,0
"2011","E00015852","E00015852","Total",164,64,66,26,8,0
"2011","E00015862","E00015862","Total",201,51,66,56,25,3
"2011","E00015868","E00015868","Total",148,36,61,37,13,1
"2011","E00015871","E00015871","Total",125,47,47,23,8,0
"2011","E00015872","E00015872","Total",145,56,48,29,10,2
"2011","E00015851","E00015851","Total",130,53,47,25,5,0
"2011","E00015869","E00015869","Total",137,25,44,43,24,1
"2011","E00015875","E00015875","Total",193,63,68,50,12,0
"2011","E00015881","E00015881","Total",158,72,50,30,4,2
"2011","E00015882","E00015882","Total",179,92,53,29,5,0
"2011","E00015870","E00015870","Total",116,51,43,16,5,1
"2011","E00015876","E00015876","Total",109,37,31,27,13,1
"2011","E00015880","E00015880","Total",110,41,41,20,6,2
"2011","E00015884","E00015884","Total",93,35,38,15,3,2
"2011","E00015885","E00015885","Total",114,46,44,19,5,0
"2011","E00015848","E00015848","Total",125,50,46,25,3,1
"2011","E00015858","E00015858","Total",125,52,40,25,8,0
"2011","E00015861","E00015861","Total",120,46,37,26,10,1
