"date","geography","geography code","Rural Urban","Household Deprivation: All categories: Classification of household deprivation; measures: Value","Household Deprivation: Household is not deprived in any dimension; measures: Value","Household Deprivation: Household is deprived in 1 dimension; measures: Value","Household Deprivation: Household is deprived in 2 dimensions; measures: Value","Household Deprivation: Household is deprived in 3 dimensions; measures: Value","Household Deprivation: Household is deprived in 4 dimensions; measures: Value"
"2011","E00015883","E00015883","Total",122,48,44,20,10,0
"2011","E00015856","E00015856","Total",111,34,43,28,6,0
"2011","E00015857","E00015857","Total",117,34,43,29,11,0
"2011","E00015859","E00015859","Total",111,38,34,27,12,0
"2011","E00015889","E00015889","Total",114,40,45,25,4,0
"2011","E00015854","E00015854","Total",96,15,35,22,18,6
"2011","E00015855","E00015855","Total",96,36,35,24,1,0
"2011","E00015879","E00015879","Total",102,29,32,24,15,2
"2011","E00015887","E00015887","Total",115,45,36,25,9,0
"2011","E00015888","E00015888","Total",107,38,39,25,5,0
"2011","E00015853","E00015853","Total",119,40,45,29,4,1
"2011","E00015863","E00015863","Total",95,23,37,20,14,1
"2011","E00015867","E00015867","Total",96,49,33,8,6,0
"2011","E00015873","E00015873","Total",95,34,31,25,5,0
"2011","E00015874","E00015874","Total",119,40,38,29,10,2
"2011","E00015166","E00015166","Total",142,51,70,17,4,0
"2011","E00015176","E00015176","Total",211,122,76,12,1,0
"2011","E00015181","E00015181","Total",139,84,44,7,4,0
"2011","E00015184","E00015184","Total",75,34,33,8,0,0
"2011","E00171534","E00171534","Total",212,115,80,17,0,0
"2011","E00171535","E00171535","Total",75,51,21,2,1,0
"2011","E00015168","E00015168","Total",166,53,54,44,13,2
"2011","E00015182","E00015182","Total",92,51,32,9,0,0
"2011","E00015183","E00015183","Total",56,23,19,9,4,1
"2011","E00015185","E00015185","Total",155,62,47,36,10,0
"2011","E00015186","E00015186","Total",65,24,23,12,5,1
"2011","E00015187","E00015187","Total",95,30,43,14,8,0
"2011","E00015188","E00015188","Total",49,16,20,7,5,1
"2011","E00015195","E00015195","Total",128,31,52,32,13,0
"2011","E00015196","E00015196","Total",84,41,24,11,7,1
"2011","E00171533","E00171533","Total",314,179,119,16,0,0
"2011","E00015171","E00015171","Total",129,41,39,33,13,3
"2011","E00015172","E00015172","Total",76,35,20,10,11,0
"2011","E00015197","E00015197","Total",139,49,42,31,13,4
"2011","E00015198","E00015198","Total",123,46,46,26,3,2
"2011","E00015199","E00015199","Total",192,64,69,43,15,1
"2011","E00015201","E00015201","Total",136,99,26,10,0,1
"2011","E00015202","E00015202","Total",67,26,20,17,4,0
"2011","E00015167","E00015167","Total",248,77,135,28,7,1
"2011","E00015173","E00015173","Total",123,50,36,29,7,1
"2011","E00015175","E00015175","Total",104,40,38,21,5,0
"2011","E00015178","E00015178","Total",75,24,27,18,6,0
"2011","E00015179","E00015179","Total",112,43,37,26,6,0
"2011","E00015180","E00015180","Total",158,46,52,45,14,1
"2011","E00165807","E00165807","Total",100,26,29,33,9,3
"2011","E00016403","E00016403","Total",142,52,48,31,10,1
"2011","E00016437","E00016437","Total",159,36,63,40,19,1
"2011","E00016439","E00016439","Total",178,35,75,45,21,2
"2011","E00016442","E00016442","Total",139,42,51,29,17,0
"2011","E00016399","E00016399","Total",141,30,55,33,20,3
"2011","E00016401","E00016401","Total",154,60,59,28,7,0
"2011","E00016406","E00016406","Total",119,27,47,30,13,2
"2011","E00016435","E00016435","Total",170,41,60,42,24,3
"2011","E00016395","E00016395","Total",115,38,43,24,9,1
"2011","E00016404","E00016404","Total",120,51,41,18,9,1
"2011","E00016405","E00016405","Total",138,45,65,18,10,0
"2011","E00016408","E00016408","Total",68,37,25,6,0,0
"2011","E00016410","E00016410","Total",112,58,30,20,3,1
"2011","E00016438","E00016438","Total",132,45,64,18,4,1
"2011","E00016398","E00016398","Total",111,32,36,29,14,0
"2011","E00016431","E00016431","Total",110,24,42,31,11,2
"2011","E00016432","E00016432","Total",160,57,54,42,6,1
"2011","E00016434","E00016434","Total",167,49,55,36,25,2
"2011","E00173943","E00173943","Total",164,63,51,39,10,1
"2011","E00173946","E00173946","Total",185,82,76,24,3,0
"2011","E00016397","E00016397","Total",210,92,80,28,10,0
"2011","E00016433","E00016433","Total",140,39,50,40,10,1
"2011","E00016436","E00016436","Total",101,32,29,30,9,1
"2011","E00016440","E00016440","Total",108,33,36,23,16,0
"2011","E00016441","E00016441","Total",204,53,77,49,21,4
"2011","E00016412","E00016412","Total",151,40,66,34,11,0
"2011","E00016414","E00016414","Total",144,38,44,45,17,0
"2011","E00016418","E00016418","Total",153,58,53,28,13,1
"2011","E00016422","E00016422","Total",111,24,38,38,9,2
"2011","E00016402","E00016402","Total",128,37,38,36,14,3
"2011","E00016407","E00016407","Total",146,42,62,31,9,2
"2011","E00016409","E00016409","Total",146,38,60,36,10,2
"2011","E00016411","E00016411","Total",172,53,79,32,8,0
"2011","E00016413","E00016413","Total",126,25,46,38,13,4
"2011","E00016415","E00016415","Total",140,25,50,48,14,3
"2011","E00016416","E00016416","Total",104,20,39,36,7,2
"2011","E00016419","E00016419","Total",118,35,37,29,14,3
"2011","E00016420","E00016420","Total",121,18,51,33,18,1
"2011","E00173947","E00173947","Total",123,27,45,30,19,2
"2011","E00173948","E00173948","Total",171,32,77,49,10,3
"2011","E00016417","E00016417","Total",138,27,50,41,18,2
"2011","E00016421","E00016421","Total",125,19,50,45,10,1
"2011","E00016423","E00016423","Total",122,31,48,30,9,4
"2011","E00016424","E00016424","Total",123,32,47,28,16,0
"2011","E00016427","E00016427","Total",105,14,36,34,18,3
"2011","E00016396","E00016396","Total",134,23,25,45,37,4
"2011","E00016426","E00016426","Total",134,34,52,35,11,2
"2011","E00016428","E00016428","Total",157,40,73,31,9,4
"2011","E00016429","E00016429","Total",124,59,42,17,6,0
"2011","E00016430","E00016430","Total",120,13,47,46,13,1
"2011","E00016680","E00016680","Total",122,28,60,22,11,1
"2011","E00016716","E00016716","Total",159,37,76,37,9,0
"2011","E00016717","E00016717","Total",102,30,44,19,9,0
"2011","E00016719","E00016719","Total",117,28,43,34,8,4
"2011","E00016720","E00016720","Total",148,39,58,35,12,4
"2011","E00016725","E00016725","Total",119,34,41,27,12,5
"2011","E00016706","E00016706","Total",103,33,30,24,16,0
"2011","E00016708","E00016708","Total",130,37,44,34,14,1
"2011","E00016709","E00016709","Total",137,47,40,34,15,1
"2011","E00016714","E00016714","Total",114,37,33,32,9,3
"2011","E00016715","E00016715","Total",125,45,35,36,8,1
"2011","E00016675","E00016675","Total",116,24,59,25,5,3
"2011","E00016677","E00016677","Total",131,57,42,20,9,3
"2011","E00016683","E00016683","Total",138,55,55,22,6,0
"2011","E00016697","E00016697","Total",121,39,44,30,6,2
"2011","E00173940","E00173940","Total",113,44,36,23,10,0
"2011","E00173949","E00173949","Total",148,76,54,14,3,1
"2011","E00016684","E00016684","Total",107,48,36,19,3,1
"2011","E00016687","E00016687","Total",108,44,52,9,3,0
"2011","E00016694","E00016694","Total",135,41,46,37,11,0
"2011","E00016718","E00016718","Total",128,28,35,51,12,2
"2011","E00016721","E00016721","Total",109,19,48,31,11,0
"2011","E00016723","E00016723","Total",123,24,45,34,19,1
"2011","E00016679","E00016679","Total",91,23,35,28,4,1
"2011","E00016689","E00016689","Total",115,46,37,24,8,0
"2011","E00016693","E00016693","Total",125,25,47,41,11,1
"2011","E00016701","E00016701","Total",88,36,22,23,7,0
"2011","E00173939","E00173939","Total",94,20,43,23,7,1
"2011","E00016210","E00016210","Total",142,39,55,29,17,2
"2011","E00016239","E00016239","Total",148,36,64,36,10,2
"2011","E00016240","E00016240","Total",85,24,32,18,11,0
"2011","E00016241","E00016241","Total",143,38,53,41,10,1
"2011","E00016245","E00016245","Total",97,29,38,21,8,1
"2011","E00016211","E00016211","Total",113,30,36,37,10,0
"2011","E00016213","E00016213","Total",170,57,63,33,15,2
"2011","E00016244","E00016244","Total",128,53,51,21,3,0
"2011","E00016250","E00016250","Total",141,44,51,29,15,2
"2011","E00174011","E00174011","Total",53,12,22,16,3,0
"2011","E00174032","E00174032","Total",132,40,61,25,4,2
"2011","E00174033","E00174033","Total",41,9,14,14,4,0
"2011","E00016216","E00016216","Total",171,86,61,21,3,0
"2011","E00016236","E00016236","Total",204,67,88,35,10,4
"2011","E00016246","E00016246","Total",137,49,44,30,14,0
"2011","E00016248","E00016248","Total",174,97,50,20,6,1
"2011","E00016252","E00016252","Total",164,68,57,32,7,0
"2011","E00016214","E00016214","Total",162,68,54,29,11,0
"2011","E00016215","E00016215","Total",135,50,45,26,13,1
"2011","E00016217","E00016217","Total",186,77,46,45,13,5
"2011","E00016237","E00016237","Total",112,54,38,17,3,0
"2011","E00016247","E00016247","Total",140,63,53,16,7,1
"2011","E00016253","E00016253","Total",132,50,54,18,10,0
"2011","E00016209","E00016209","Total",158,59,62,27,10,0
"2011","E00016235","E00016235","Total",145,51,58,22,13,1
"2011","E00016238","E00016238","Total",181,63,70,32,14,2
"2011","E00173941","E00173941","Total",105,35,44,22,4,0
"2011","E00173942","E00173942","Total",77,32,26,15,3,1
"2011","E00016881","E00016881","Total",104,22,47,30,4,1
"2011","E00016915","E00016915","Total",143,28,58,40,13,4
"2011","E00016916","E00016916","Total",142,27,63,35,14,3
"2011","E00016920","E00016920","Total",126,21,48,39,15,3
"2011","E00173950","E00173950","Total",117,38,47,19,12,1
"2011","E00173951","E00173951","Total",139,34,52,39,12,2
"2011","E00016921","E00016921","Total",131,39,42,31,16,3
"2011","E00016922","E00016922","Total",144,40,49,35,17,3
"2011","E00016923","E00016923","Total",156,75,57,15,9,0
"2011","E00016925","E00016925","Total",199,101,59,27,9,3
"2011","E00016926","E00016926","Total",133,53,43,27,7,3
"2011","E00016917","E00016917","Total",179,54,81,35,8,1
"2011","E00016918","E00016918","Total",156,75,55,17,9,0
"2011","E00016919","E00016919","Total",141,63,43,24,11,0
"2011","E00016924","E00016924","Total",186,96,55,27,7,1
"2011","E00016927","E00016927","Total",135,65,40,22,6,2
"2011","E00016879","E00016879","Total",165,82,47,28,7,1
"2011","E00016884","E00016884","Total",130,55,48,22,4,1
"2011","E00016886","E00016886","Total",151,58,60,29,2,2
"2011","E00016893","E00016893","Total",135,63,37,24,11,0
"2011","E00016885","E00016885","Total",137,67,45,17,6,2
"2011","E00016887","E00016887","Total",102,46,35,11,9,1
"2011","E00016889","E00016889","Total",116,43,44,23,6,0
"2011","E00016890","E00016890","Total",137,36,57,31,12,1
"2011","E00016895","E00016895","Total",134,64,42,19,8,1
"2011","E00016159","E00016159","Total",120,67,37,9,7,0
"2011","E00016173","E00016173","Total",133,76,36,18,3,0
"2011","E00016176","E00016176","Total",135,102,28,5,0,0
"2011","E00016184","E00016184","Total",131,86,36,7,2,0
"2011","E00016186","E00016186","Total",143,79,42,12,7,3
"2011","E00016188","E00016188","Total",139,76,40,16,7,0
"2011","E00016164","E00016164","Total",110,45,34,21,9,1
"2011","E00016170","E00016170","Total",150,45,42,39,20,4
"2011","E00016175","E00016175","Total",149,61,42,31,14,1
"2011","E00016181","E00016181","Total",140,33,52,40,13,2
"2011","E00016182","E00016182","Total",131,91,31,7,1,1
"2011","E00016162","E00016162","Total",129,81,30,14,2,2
"2011","E00016198","E00016198","Total",105,55,29,18,3,0
"2011","E00016202","E00016202","Total",100,24,37,33,5,1
"2011","E00016205","E00016205","Total",129,97,26,5,0,1
"2011","E00016208","E00016208","Total",140,61,41,27,11,0
"2011","E00016199","E00016199","Total",119,51,36,28,3,1
"2011","E00016200","E00016200","Total",84,11,35,21,16,1
"2011","E00016201","E00016201","Total",56,5,23,18,10,0
"2011","E00016203","E00016203","Total",129,15,50,48,15,1
"2011","E00016207","E00016207","Total",114,37,34,25,15,3
"2011","E00016163","E00016163","Total",129,66,35,13,11,4
"2011","E00016165","E00016165","Total",119,74,26,14,5,0
"2011","E00016168","E00016168","Total",86,53,25,8,0,0
"2011","E00016169","E00016169","Total",116,76,23,14,2,1
"2011","E00016172","E00016172","Total",127,46,48,18,14,1
"2011","E00016177","E00016177","Total",121,74,19,17,10,1
"2011","E00016219","E00016219","Total",146,57,45,31,12,1
"2011","E00016220","E00016220","Total",136,58,56,15,7,0
"2011","E00016221","E00016221","Total",146,70,51,17,7,1
"2011","E00016223","E00016223","Total",107,47,33,17,9,1
"2011","E00016225","E00016225","Total",117,56,40,13,7,1
"2011","E00016255","E00016255","Total",101,68,21,5,5,2
"2011","E00016218","E00016218","Total",113,60,38,9,6,0
"2011","E00016222","E00016222","Total",160,59,50,35,12,4
"2011","E00016224","E00016224","Total",156,100,38,13,3,2
"2011","E00016226","E00016226","Total",120,53,35,23,8,1
"2011","E00016227","E00016227","Total",139,74,43,13,7,2
"2011","E00016228","E00016228","Total",125,69,34,15,5,2
"2011","E00016229","E00016229","Total",182,74,58,38,11,1
"2011","E00016230","E00016230","Total",134,59,40,25,9,1
"2011","E00016231","E00016231","Total",145,46,50,33,14,2
"2011","E00016232","E00016232","Total",130,44,49,22,11,4
"2011","E00016233","E00016233","Total",154,44,59,37,10,4
"2011","E00016212","E00016212","Total",120,51,27,30,11,1
"2011","E00016249","E00016249","Total",118,32,34,35,16,1
"2011","E00016254","E00016254","Total",107,57,27,13,8,2
"2011","E00173952","E00173952","Total",108,35,34,30,9,0
"2011","E00174016","E00174016","Total",98,37,34,22,5,0
"2011","E00174022","E00174022","Total",91,35,34,19,3,0
"2011","E00174008","E00174008","Total",130,39,76,13,2,0
"2011","E00174010","E00174010","Total",120,17,78,22,3,0
"2011","E00174013","E00174013","Total",126,29,74,22,1,0
"2011","E00174015","E00174015","Total",107,36,54,12,5,0
"2011","E00174025","E00174025","Total",127,36,71,16,2,2
"2011","E00174027","E00174027","Total",96,27,62,5,2,0
"2011","E00016178","E00016178","Total",121,42,36,29,13,1
"2011","E00016179","E00016179","Total",128,51,47,22,7,1
"2011","E00016180","E00016180","Total",132,66,35,22,7,2
"2011","E00016187","E00016187","Total",130,87,28,12,3,0
"2011","E00016189","E00016189","Total",128,93,24,10,1,0
"2011","E00016166","E00016166","Total",101,44,43,12,2,0
"2011","E00016167","E00016167","Total",120,72,40,7,1,0
"2011","E00016171","E00016171","Total",153,81,57,13,1,1
"2011","E00016174","E00016174","Total",121,83,30,7,1,0
"2011","E00016204","E00016204","Total",140,75,36,18,11,0
"2011","E00016206","E00016206","Total",121,70,33,15,2,1
"2011","E00016160","E00016160","Total",131,82,37,11,1,0
"2011","E00016183","E00016183","Total",119,77,34,6,2,0
"2011","E00016185","E00016185","Total",114,70,36,5,3,0
"2011","E00016191","E00016191","Total",122,83,29,7,2,1
"2011","E00016195","E00016195","Total",128,75,37,12,3,1
"2011","E00016197","E00016197","Total",150,71,57,16,6,0
"2011","E00016161","E00016161","Total",166,81,51,24,7,3
"2011","E00016190","E00016190","Total",156,35,47,41,24,9
"2011","E00016192","E00016192","Total",173,52,52,54,12,3
"2011","E00016193","E00016193","Total",154,64,72,16,2,0
"2011","E00016194","E00016194","Total",152,57,58,26,8,3
"2011","E00016196","E00016196","Total",179,83,55,23,17,1
"2011","E00016905","E00016905","Total",114,38,43,23,9,1
"2011","E00016907","E00016907","Total",115,40,38,26,10,1
"2011","E00016908","E00016908","Total",123,33,34,40,13,3
"2011","E00016910","E00016910","Total",128,23,52,31,17,5
"2011","E00016912","E00016912","Total",97,22,28,31,15,1
"2011","E00016909","E00016909","Total",146,50,62,20,14,0
"2011","E00016911","E00016911","Total",171,54,65,34,15,3
"2011","E00016913","E00016913","Total",158,51,52,42,10,3
"2011","E00016914","E00016914","Total",125,29,46,37,12,1
"2011","E00016896","E00016896","Total",140,68,49,12,7,4
"2011","E00016898","E00016898","Total",113,49,41,18,5,0
"2011","E00016900","E00016900","Total",144,83,33,22,6,0
"2011","E00016901","E00016901","Total",85,38,20,15,12,0
"2011","E00016904","E00016904","Total",107,34,51,18,4,0
"2011","E00016906","E00016906","Total",113,52,42,18,1,0
"2011","E00016883","E00016883","Total",142,64,49,26,3,0
"2011","E00016888","E00016888","Total",129,58,40,25,5,1
"2011","E00016891","E00016891","Total",171,71,64,24,11,1
"2011","E00016892","E00016892","Total",126,67,38,16,3,2
"2011","E00016894","E00016894","Total",151,71,50,16,12,2
"2011","E00016880","E00016880","Total",115,50,33,23,9,0
"2011","E00016897","E00016897","Total",180,76,75,19,10,0
"2011","E00016899","E00016899","Total",159,83,52,19,5,0
"2011","E00016902","E00016902","Total",137,62,48,22,5,0
"2011","E00016903","E00016903","Total",128,60,41,18,9,0
"2011","E00016564","E00016564","Total",133,61,39,24,8,1
"2011","E00016567","E00016567","Total",82,13,31,24,9,5
"2011","E00016569","E00016569","Total",128,58,53,14,3,0
"2011","E00016571","E00016571","Total",115,63,36,10,6,0
"2011","E00173700","E00173700","Total",103,32,44,25,1,1
"2011","E00173702","E00173702","Total",105,34,44,21,6,0
"2011","E00016558","E00016558","Total",126,58,45,13,8,2
"2011","E00016561","E00016561","Total",121,57,36,24,4,0
"2011","E00016566","E00016566","Total",113,46,40,23,4,0
"2011","E00016568","E00016568","Total",144,62,47,24,10,1
"2011","E00016572","E00016572","Total",147,58,56,24,7,2
"2011","E00016575","E00016575","Total",127,73,31,12,11,0
"2011","E00016557","E00016557","Total",95,45,27,20,2,1
"2011","E00016559","E00016559","Total",137,50,55,24,7,1
"2011","E00016560","E00016560","Total",146,64,51,22,7,2
"2011","E00016562","E00016562","Total",147,76,43,24,3,1
"2011","E00016563","E00016563","Total",126,56,45,20,4,1
"2011","E00016565","E00016565","Total",154,63,50,34,6,1
"2011","E00016544","E00016544","Total",149,63,44,32,9,1
"2011","E00016574","E00016574","Total",128,65,28,23,9,3
"2011","E00016576","E00016576","Total",125,68,33,20,4,0
"2011","E00016577","E00016577","Total",144,70,46,22,6,0
"2011","E00016578","E00016578","Total",108,54,36,15,3,0
"2011","E00016635","E00016635","Total",175,66,64,34,9,2
"2011","E00016640","E00016640","Total",142,39,50,37,14,2
"2011","E00016641","E00016641","Total",147,45,49,40,9,4
"2011","E00016642","E00016642","Total",183,47,70,43,19,4
"2011","E00016643","E00016643","Total",147,38,48,47,12,2
"2011","E00016630","E00016630","Total",152,63,47,32,8,2
"2011","E00016647","E00016647","Total",151,40,61,36,10,4
"2011","E00016648","E00016648","Total",136,37,56,25,14,4
"2011","E00016649","E00016649","Total",138,24,44,55,13,2
"2011","E00016651","E00016651","Total",148,65,50,25,8,0
"2011","E00016629","E00016629","Total",159,43,55,35,25,1
"2011","E00016650","E00016650","Total",122,37,44,26,13,2
"2011","E00016652","E00016652","Total",129,24,37,56,12,0
"2011","E00016654","E00016654","Total",133,24,47,38,19,5
"2011","E00016657","E00016657","Total",139,34,43,40,19,3
"2011","E00016633","E00016633","Total",109,27,37,26,13,6
"2011","E00016636","E00016636","Total",133,51,60,20,2,0
"2011","E00016638","E00016638","Total",84,40,33,6,5,0
"2011","E00016639","E00016639","Total",200,62,68,49,18,3
"2011","E00016674","E00016674","Total",122,62,36,21,3,0
"2011","E00174018","E00174018","Total",234,47,154,31,1,1
